,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Batasan,12.77,120.78,82.65,73,62,2.57,PH,1603927874
276,Vrede,-27.43,29.17,61.32,72,75,3.36,ZA,1603927874
277,Moose Factory,51.26,-80.61,26.08,92,86,8.05,CA,1603927874
278,Bambous Virieux,-20.34,57.76,71.01,75,73,3.0,MU,1603927874
279,Chimbote,-9.09,-78.58,62.69,85,22,6.96,PE,1603927874
280,Hasaki,35.73,140.83,59.0,91,16,8.01,JP,1603927377
281,Stephenville,32.22,-98.2,48.0,67,0,5.01,US,1603927874
282,Meppen,52.69,7.29,50.0,97,98,1.01,DE,1603927875
283,Lapeer,43.05,-83.32,46.0,72,42,8.72,US,1603927812
284,Fuerte Olimpo,-21.04,-57.87,83.37,66,18,7.74,PY,1603927875
285,Ikalamavony,-21.15,46.58,63.64,71,16,9.28,MG,1603927875
286,Umluj,25.02,37.27,86.11,23,0,16.02,SA,1603927875
287,Grenå,56.42,10.88,48.0,93,59,18.43,DK,1603927875
288,Lethem,3.38,-59.8,85.95,57,94,5.79,GY,1603927876
289,Walvis Bay,-22.96,14.51,57.99,89,40,3.0,NA,1603927876
290,La Ronge,55.1,-105.28,25.18,96,97,2.8,CA,1603927876
291,Susaki,33.37,133.28,66.33,56,27,2.28,JP,1603927876
292,Airai,-8.93,125.41,71.69,58,52,2.48,TL,1603927877
293,Cap Malheureux,-19.98,57.61,71.01,75,45,3.0,MU,1603927877
294,Karak,31.17,35.75,56.23,86,72,2.19,JO,1603927877
295,Griffith,41.53,-87.42,46.0,68,91,4.03,US,1603927584
296,Ginir,7.13,40.7,54.32,82,14,4.72,ET,1603927877
297,Vostok,46.49,135.88,28.96,99,100,7.0,RU,1603927878
298,San Patricio,28.02,-97.52,64.99,45,0,3.0,US,1603927878
299,Alofi,-19.06,-169.92,73.74,79,19,23.85,NU,1603927878
300,Tripoli,32.88,13.19,69.24,55,22,11.27,LY,1603927651
301,Tommot,58.96,126.29,8.65,93,86,1.25,RU,1603927878
302,Payo,-3.75,103.64,74.75,91,100,1.5,ID,1603927879
303,Diamantino,-14.41,-56.45,77.29,85,99,6.49,BR,1603927879
304,San Cosme y Damián,-27.32,-56.35,72.82,62,0,10.87,PY,1603927879
305,Langsa,4.47,97.97,76.66,92,100,1.95,ID,1603927879
306,Sakakah,29.97,40.21,61.02,30,0,2.37,SA,1603927880
307,Businga,3.33,20.88,71.71,97,100,0.29,CD,1603927880
308,Tevriz,57.51,72.4,22.06,97,99,2.89,RU,1603927880
309,Qui Nhon,13.77,109.23,75.97,78,56,2.04,VN,1603927649
310,Changping,40.22,116.22,55.99,41,100,1.72,CN,1603927880
311,Pakxan,18.38,103.66,73.85,74,100,3.22,LA,1603927881
312,Karīmganj,24.87,92.35,72.16,89,2,2.57,IN,1603927881
313,Torbay,47.67,-52.73,35.01,87,97,4.41,CA,1603927839
314,Cockburn Town,21.46,-71.14,82.45,76,1,21.43,TC,1603927882
315,Baoro,5.67,15.97,68.14,88,15,1.77,CF,1603927882
316,Ixtapa,20.7,-105.2,79.75,81,27,1.99,MX,1603927882
317,Isnos,1.94,-76.24,61.11,90,100,2.08,CO,1603927882
318,Amalāpuram,16.58,82.02,72.57,78,75,4.14,IN,1603927883
319,Kudahuvadhoo,2.67,72.89,82.49,77,77,12.46,MV,1603927883
320,Międzyrzecz,52.44,15.58,48.0,41,89,9.28,PL,1603927883
321,Togur,58.36,82.83,13.08,94,100,12.1,RU,1603927883
322,Eirunepé,-6.66,-69.87,82.2,72,83,2.75,BR,1603927883
323,Hofn,64.25,-15.21,43.47,82,98,24.83,IS,1603927884
324,Alexandria,31.22,29.96,72.07,68,0,6.15,EG,1603927884
325,Leningradskiy,69.38,178.42,19.15,91,95,10.16,RU,1603927884
326,Filipeni,46.53,27.18,54.0,94,100,7.0,RO,1603927884
327,Shuiji,27.42,118.34,67.12,77,100,1.66,CN,1603927884
328,Shestakovo,56.49,103.96,33.6,92,100,8.9,RU,1603927884
329,Emba,48.83,58.14,35.11,77,0,3.42,KZ,1603927885
330,Fuerte,17.54,120.36,80.28,78,100,3.31,PH,1603927885
331,Toora-Khem,52.47,96.11,26.67,92,39,1.41,RU,1603927885
332,Urubichá,-15.38,-62.95,84.38,54,41,3.67,BO,1603927886
333,Cashel,52.52,-7.89,46.0,87,86,1.99,IE,1603927886
334,Flinders,-34.58,150.86,64.0,91,93,1.01,AU,1603927886
335,Diego de Almagro,-26.37,-70.05,54.23,42,0,1.59,CL,1603927886
336,Awjilah,29.11,21.29,63.28,69,0,7.7,LY,1603927886
337,Noshiro,40.2,140.02,52.92,67,40,18.95,JP,1603927887
338,Okhotsk,59.38,143.3,28.45,89,99,9.19,RU,1603927887
339,The Valley,18.22,-63.06,81.0,84,35,11.01,AI,1603927888
340,Juneau,58.3,-134.42,45.0,100,100,3.65,US,1603927879
341,Kendari,-3.94,122.5,83.97,66,37,4.59,ID,1603927888
342,Zhangye,38.93,100.45,44.26,47,0,7.07,CN,1603927888
343,Samarai,-10.62,150.67,82.42,73,78,4.23,PG,1603927888
344,Kiryat Gat,31.61,34.76,75.0,100,92,5.93,IL,1603927888
345,Pitimbu,-7.47,-34.81,77.7,77,97,12.3,BR,1603927888
346,Balkhash,46.84,74.98,31.46,89,90,8.86,KZ,1603927889
347,Lubbock,33.6,-101.83,36.0,88,93,5.01,US,1603927889
348,Cabo Rojo,18.09,-67.15,79.0,97,28,9.71,PR,1603927889
349,Atasū,48.68,71.64,26.31,95,96,7.43,KZ,1603927889
350,Ilo,-17.64,-71.34,61.07,79,61,3.13,PE,1603927889
351,Mahāsamund,21.1,82.1,66.13,74,16,2.13,IN,1603927890
352,Berlevåg,70.86,29.09,37.8,84,97,10.47,NO,1603927890
353,Brønnøysund,65.46,12.2,44.01,75,99,8.99,NO,1603927890
354,Gizo Government Station,-8.1,156.84,84.7,75,92,10.2,SB,1603927890
355,Tanete,-3.94,119.78,85.21,64,37,7.27,ID,1603927890
356,Sobolevo,54.43,31.9,41.56,88,1,7.18,RU,1603927890
357,Abhar,36.15,49.22,49.66,48,82,2.01,IR,1603927891
358,Skibbereen,51.55,-9.27,52.66,81,100,17.13,IE,1603927891
359,Paamiut,61.99,-49.67,27.5,87,92,14.09,GL,1603927891
360,São Lourenço do Sul,-31.37,-51.98,68.0,95,99,2.55,BR,1603927885
361,Crotone,39.09,17.12,62.02,66,5,5.68,IT,1603927891
362,Dzerzhinsk,56.24,43.46,33.01,86,0,8.99,RU,1603927892
363,Nanyang,32.99,112.53,55.94,51,48,4.52,CN,1603927892
364,Great Falls,47.5,-111.3,36.41,98,68,3.67,US,1603927739
365,Salinópolis,-0.61,-47.36,80.82,80,59,12.12,BR,1603927892
366,La Plaine,15.33,-61.25,77.74,84,100,21.12,DM,1603927892
367,Tamworth,52.63,-1.7,45.0,85,8,5.01,GB,1603927893
368,Verkhnyaya Inta,65.98,60.31,37.13,96,100,13.89,RU,1603927893
369,Marsh Harbour,26.54,-77.06,81.21,79,31,15.61,BS,1603927893
370,Camaná,-16.62,-72.71,63.27,76,66,6.26,PE,1603927640
371,Sarandi,-23.44,-51.87,86.0,25,0,3.36,BR,1603927893
372,Itoman,26.12,127.67,73.0,83,26,11.81,JP,1603927894
373,Tsimmerbude,54.67,20.13,46.99,86,100,5.99,RU,1603927894
374,Dunda,-8.12,34.25,66.74,63,87,0.81,TZ,1603927627
375,Paris,48.85,2.35,55.0,83,100,7.0,FR,1603927208
376,Viedma,-40.81,-63.0,50.0,50,55,7.0,AR,1603927826
377,Puksoozero,62.59,40.61,40.84,94,88,8.08,RU,1603927894
378,Lata,40.16,-8.33,57.0,89,0,1.43,PT,1603927895
379,Marrakesh,31.63,-8.01,65.14,41,59,2.13,MA,1603927895
380,Gunjur,13.2,-16.73,82.49,69,0,8.5,GM,1603927895
381,Neuquén,-38.95,-68.06,63.41,27,66,12.01,AR,1603927728
382,Nelson Bay,-32.72,152.15,68.0,92,56,4.0,AU,1603927617
383,Westport,41.14,-73.36,52.0,97,91,7.58,US,1603927896
384,Caçapava do Sul,-30.51,-53.49,61.48,98,7,4.18,BR,1603927896
385,Beringovskiy,63.05,179.32,26.89,92,46,11.74,RU,1603927896
386,Jucás,-6.53,-39.53,86.49,43,84,13.04,BR,1603927896
387,Karaidel',55.83,56.91,29.88,92,4,10.56,RU,1603927896
388,Zanjān,36.67,48.48,52.7,43,83,6.26,IR,1603927896
389,Fort Saint James,54.43,-124.25,36.05,90,100,1.3,CA,1603927897
390,Solnechnyy,50.72,136.63,32.74,93,100,7.23,RU,1603927897
391,Manono,-7.3,27.42,72.48,86,99,1.57,CD,1603927897
392,Along,28.17,94.77,58.98,54,0,1.95,IN,1603927897
393,Katsuura,35.13,140.3,66.0,57,2,3.0,JP,1603927897
394,Cabadiangan,9.75,122.47,82.29,77,25,7.18,PH,1603927897
395,Laguna,38.42,-121.42,78.01,17,1,1.59,US,1603927898
396,Fort Nelson,58.81,-122.7,32.56,89,2,1.43,CA,1603927898
397,Kuching,1.55,110.33,75.0,94,67,1.99,MY,1603927898
398,Kiunga,-6.12,141.29,87.71,59,62,1.05,PG,1603927898
399,Svarstad,59.4,9.97,44.01,1,49,4.32,NO,1603927898
400,Tokur,53.13,132.9,27.34,95,86,2.01,RU,1603927898
401,Port Hardy,50.7,-127.42,53.1,94,100,5.23,CA,1603927899
402,Vao,-22.67,167.48,72.7,74,0,16.08,NC,1603927899
403,Kemijärvi,66.71,27.43,41.52,93,100,7.52,FI,1603927899
404,Pokhvistnevo,53.65,52.13,30.51,93,59,5.08,RU,1603927899
405,Baruun-Urt,46.68,113.28,31.55,72,0,10.25,MN,1603927899
406,Souillac,-20.52,57.52,71.01,75,90,3.0,MU,1603927899
407,Kilrush,52.64,-9.48,46.99,87,100,8.01,IE,1603927900
408,Chadiza,-14.07,32.44,68.23,62,27,4.16,ZM,1603927900
409,Andapa,-14.65,49.65,64.69,88,45,1.86,MG,1603927900
410,São Gabriel da Cachoeira,-0.13,-67.09,77.63,88,92,1.1,BR,1603927900
411,Bochnia,49.97,20.43,48.99,96,73,2.8,PL,1603927900
412,Singapore,1.29,103.85,82.0,88,83,3.0,SG,1603927658
413,Morros,-9.45,-46.3,79.27,67,90,3.11,BR,1603927648
414,São Sebastião,-23.76,-45.41,73.29,76,0,5.88,BR,1603927901
415,Atambua,-9.11,124.89,83.26,59,78,1.83,ID,1603927901
416,Korla,41.76,86.15,43.0,74,55,11.25,CN,1603927901
417,Buraidah,26.33,43.98,60.89,30,0,3.83,SA,1603927901
418,Jinchang,38.5,102.17,39.13,67,0,1.66,CN,1603927901
419,Belaya Gora,68.53,146.42,5.11,94,100,5.73,RU,1603927902
420,Athabasca,54.72,-113.29,34.66,88,0,6.67,CA,1603927805
421,Wajid,3.81,43.25,74.82,81,78,16.04,SO,1603927902
422,Sol'vychegodsk,61.33,46.92,41.72,92,78,8.1,RU,1603927902
423,Manyana,-23.4,21.72,77.58,24,0,15.59,BW,1603927902
424,Taoudenni,22.68,-3.98,81.63,16,37,12.64,ML,1603927902
425,Dicabisagan,17.08,122.42,81.79,75,100,5.44,PH,1603927902
426,Paranapanema,-23.39,-48.72,72.59,38,0,0.69,BR,1603927652
427,Mogwase,-25.18,27.27,72.61,29,0,4.97,ZA,1603927903
428,Thunder Bay,48.4,-89.32,35.01,74,74,4.0,CA,1603927874
429,Bac Lieu,9.29,105.72,78.17,86,100,7.18,VN,1603927850
430,Mersing,2.43,103.84,79.29,84,100,5.08,MY,1603927903
431,San Lazaro,18.04,-88.66,77.95,92,93,4.21,BZ,1603927904
432,Ngunguru,-35.62,174.5,64.58,77,98,11.25,NZ,1603927904
433,Havre-St-Pierre,50.23,-63.6,30.58,91,99,11.05,CA,1603927904
434,Sørland,67.67,12.69,45.1,74,1,15.55,NO,1603927904
435,Maţāy,28.42,30.78,72.18,71,84,15.79,EG,1603927904
436,Mossamedes,-15.2,12.15,69.22,83,90,7.05,AO,1603927751
437,Bandarbeyla,9.49,50.81,77.23,86,17,3.71,SO,1603927905
438,Marawi,8.0,124.29,75.25,79,80,3.47,PH,1603927905
439,Belaguntha,19.88,84.65,68.97,62,9,3.29,IN,1603927905
440,Cherdyn',60.4,56.48,34.3,93,100,8.79,RU,1603927905
441,Ananindeua,-1.37,-48.37,78.4,83,70,8.01,BR,1603927905
442,Eldorado,-23.79,-54.28,73.63,49,0,3.53,BR,1603927905
443,Bom Jesus,-9.07,-44.36,81.12,62,96,1.48,BR,1603927906
444,Chikwawa,-16.03,34.8,75.54,64,19,3.56,MW,1603927906
445,Abu Kamal,34.45,40.92,65.86,25,49,4.56,SY,1603927906
446,Bouca,6.51,18.27,69.71,91,81,1.21,CF,1603927906
447,Vila,42.03,-8.16,46.99,92,8,1.99,PT,1603927906
448,Buala,-8.14,159.59,81.12,82,100,4.29,SB,1603927906
449,Bandon,51.75,-8.74,48.0,92,99,7.0,IE,1603927906
450,Aranos,-24.13,19.12,77.13,34,90,9.42,NA,1603927906
451,Turtas,58.94,69.13,26.74,98,100,7.02,RU,1603927907
452,Nuevitas,21.55,-77.26,80.71,83,9,12.5,CU,1603927907
453,Tiquisio,8.56,-74.27,77.18,92,85,2.24,CO,1603927907
454,Cayenne,4.93,-52.33,81.16,82,31,10.56,GF,1603927805
455,Porto-Novo,6.5,2.6,78.46,86,24,6.38,BJ,1603927907
456,Darnah,32.77,22.64,67.41,66,0,13.58,LY,1603927908
457,Acajutla,13.59,-89.83,75.0,99,88,0.92,SV,1603927908
458,Asău,46.43,26.4,46.99,98,85,4.16,RO,1603927908
459,Xining,36.62,101.77,32.5,78,0,1.68,CN,1603927908
460,Portland,45.52,-122.68,66.0,66,9,1.81,US,1603927505
461,Marsabit,2.33,37.99,63.81,92,74,16.58,KE,1603927909
462,Mnogovershinnyy,53.94,139.92,33.48,91,44,1.3,RU,1603927909
463,Cabedelo,-6.98,-34.83,78.04,77,86,12.91,BR,1603927909
464,Maunabo,18.01,-65.9,81.0,90,28,1.99,PR,1603927909
465,Adrar,20.5,-10.07,78.98,18,0,10.16,MR,1603927909
466,Denpasar,-8.65,115.22,81.63,79,46,8.28,ID,1603927910
467,Buckeye,33.37,-112.58,72.0,21,0,1.01,US,1603927800
468,Snezhnogorsk,69.19,33.25,36.45,96,85,11.36,RU,1603927910
469,Iqaluit,63.75,-68.51,10.09,91,53,3.71,CA,1603927910
470,Bonthe,7.53,-12.51,79.21,86,58,6.78,SL,1603927910
471,Maragogi,-9.01,-35.22,76.06,80,99,10.13,BR,1603927910
472,Moyale,3.52,39.06,67.89,89,81,4.85,KE,1603927910
473,Nagrām,26.62,81.13,66.7,42,0,2.89,IN,1603927911
474,Penzance,50.12,-5.54,48.99,100,100,1.99,GB,1603927911
475,Trat,12.5,102.5,74.26,92,100,0.96,TH,1603927911
476,El Rosario,24.26,-107.18,80.01,52,0,8.99,MX,1603927911
477,Zhangjiakou,40.81,114.88,43.43,50,100,0.83,CN,1603927911
478,Dossor,47.53,52.98,38.26,70,68,12.39,KZ,1603927912
479,Hermiston,45.84,-119.29,62.01,50,15,2.26,US,1603927912
480,Mānsa,29.98,75.38,62.92,29,0,2.06,IN,1603927912
481,San Rafael,-34.62,-68.33,64.02,29,0,9.06,AR,1603927912
482,Jacareacanga,-6.22,-57.75,79.65,75,85,1.74,BR,1603927913
483,Tilichiki,60.47,166.1,25.23,88,0,5.99,RU,1603927913
484,Houndé,11.5,-3.52,77.58,20,0,1.95,BF,1603927913
485,Río Gallegos,-51.62,-69.22,48.56,60,45,34.49,AR,1603927887
486,Charagua,-19.8,-63.22,75.63,65,11,4.56,BO,1603927913
487,Rabo de Peixe,37.8,-25.58,66.0,75,16,9.55,PT,1603927913
488,Sīwah,29.2,25.52,68.86,42,0,5.86,EG,1603927913
489,Erenhot,43.65,111.98,39.51,55,100,7.83,CN,1603927914
490,Margate,51.38,1.39,51.01,78,55,4.0,GB,1603927914
491,Caxito,-8.58,13.66,76.35,83,56,3.15,AO,1603927914
492,Kandi,11.13,2.94,75.61,36,53,2.89,BJ,1603927914
493,Suez,29.97,32.53,70.81,82,69,10.09,EG,1603927914
494,Viişoara,46.55,23.92,48.0,100,73,4.0,RO,1603927914
495,Kortkeros,61.81,51.58,41.32,92,98,11.5,RU,1603927915
496,Padang,-0.95,100.35,79.11,66,100,3.0,ID,1603927915
497,Cabrobó,-8.51,-39.31,86.09,50,100,11.7,BR,1603927915
498,Tabou,4.42,-7.35,77.56,88,52,5.75,CI,1603927915
499,Worland,44.02,-107.96,34.0,78,80,4.0,US,1603927757
500,Djenné,13.91,-4.55,78.96,16,4,5.08,ML,1603927915
501,Aklavik,68.22,-135.01,17.53,88,68,6.15,CA,1603927915
502,Sur,22.57,59.53,69.82,61,0,4.36,OM,1603927915
503,Odienné,9.51,-7.57,72.97,52,0,0.67,CI,1603927915
504,La Libertad,-2.23,-80.9,70.48,84,59,11.14,EC,1603927916
505,Ongandjera,-17.88,15.07,66.07,33,30,5.46,NA,1603927916
506,Newton Stewart,54.96,-4.48,46.02,82,68,12.93,GB,1603927916
507,Ryl'sk,51.57,34.68,41.11,93,0,6.71,RU,1603927916
508,Ambanja,-13.68,48.45,73.15,85,23,2.77,MG,1603927916
509,Sturgeon Bay,44.83,-87.38,46.99,64,91,17.49,US,1603927916
510,Vestmanna,62.16,-7.17,44.96,87,94,11.61,FO,1603927917
511,Santa Maria da Vitória,-13.39,-44.19,74.5,80,75,4.5,BR,1603927917
512,Taldan,53.67,124.8,15.22,93,46,3.74,RU,1603927917
513,Presidencia Roque Sáenz Peña,-26.79,-60.44,76.08,52,7,7.27,AR,1603927917
514,Sawtell,-30.38,153.1,64.0,98,73,2.51,AU,1603927918
515,Straumen,63.87,11.3,45.0,75,63,2.15,NO,1603927918
516,Iquique,-20.22,-70.14,59.58,71,23,2.04,CL,1603927918
517,General Roca,-39.03,-67.58,61.66,28,57,10.27,AR,1603927918
518,Zhangaözen,43.3,52.8,40.57,64,25,19.77,KZ,1603927918
519,Karratha,-20.74,116.85,74.57,78,0,5.46,AU,1603927790
520,Bouna,9.27,-3.0,75.63,47,5,1.57,CI,1603927918
521,Codrington,-38.27,141.97,57.99,74,70,5.99,AU,1603927918
522,Nha Trang,12.25,109.18,76.8,72,99,2.1,VN,1603927814
523,Faya,18.39,42.45,50.31,45,0,5.57,SA,1603927919
524,Micheweni,-4.97,39.83,76.5,83,19,8.88,TZ,1603927919
525,Baykit,61.67,96.37,24.75,96,98,3.65,RU,1603927919
526,Hervey Bay,-25.3,152.85,82.99,55,0,8.99,AU,1603927919
527,Road Town,18.42,-64.62,79.0,93,29,4.0,VG,1603927919
528,Burnie,-41.07,145.92,55.63,66,26,9.6,AU,1603927893
529,Puerto Vallarta,20.62,-105.23,80.04,79,39,2.13,MX,1603927920
530,Camacha,33.08,-16.33,55.99,96,69,8.66,PT,1603927920
531,Khasan,42.43,130.64,42.93,58,0,18.59,RU,1603927920
532,Shache,38.42,77.24,40.46,59,100,1.1,CN,1603927920
533,Waingapu,-9.66,120.26,84.69,67,2,9.44,ID,1603927920
534,Southbridge,42.08,-72.03,48.99,99,89,4.12,US,1603927892
535,Longyearbyen,78.22,15.64,21.74,94,99,5.82,SJ,1603927920
536,Katobu,-4.94,122.53,85.59,58,68,3.85,ID,1603927920
537,Lakes Entrance,-37.88,147.98,66.0,67,4,1.99,AU,1603927921
538,Biltine,14.53,20.92,81.01,20,0,7.63,TD,1603927921
539,Muisne,0.6,-80.03,75.31,83,60,9.91,EC,1603927921
540,Ben Gardane,33.14,11.22,65.43,46,0,6.76,TN,1603927921
541,Mayya,61.73,130.28,4.35,91,100,6.2,RU,1603927921
542,Luebo,-5.35,21.42,69.8,94,91,1.72,CD,1603927921
543,Farah,32.5,62.5,40.28,67,0,5.14,AF,1603927921
544,Sargatskoye,55.61,73.5,22.46,97,89,5.5,RU,1603927921
545,Lüshunkou,38.8,121.27,56.32,36,21,3.42,CN,1603927922
546,Khani,41.96,42.96,61.41,32,38,5.95,GE,1603927922
547,Bestöbe,52.5,73.1,29.5,93,96,10.96,KZ,1603927922
548,Manjacaze,-24.71,33.88,67.24,95,0,7.2,MZ,1603927922
549,Prince Rupert,54.32,-130.32,44.6,81,100,9.17,CA,1603927853
550,Olafsvik,64.89,-23.71,42.37,71,14,26.46,IS,1603927922
551,Valença,-13.37,-39.07,75.76,93,100,4.34,BR,1603927759
552,Zell am See,47.33,12.79,39.99,92,66,2.68,AT,1603927922
